DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,CURRENCY: Currency,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,117500,USD: USD,3: thousands,,National authorities,Converted 0.3662 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,131586,USD: USD,3: thousands,,National authorities,Converted 0.4025 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,130352,USD: USD,3: thousands,,National authorities,Converted 0.4315 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,141630,USD: USD,3: thousands,,National authorities,Converted 0.4362 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,138123,USD: USD,3: thousands,,National authorities,Converted 0.4327 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,146990,USD: USD,3: thousands,,National authorities,Converted 0.4289 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,142082,USD: USD,3: thousands,,National authorities,Converted 0.3905 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,149760,USD: USD,3: thousands,,National authorities,Converted 0.3899 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,173190,USD: USD,3: thousands,,National authorities,Converted 0.3915 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,201859,USD: USD,3: thousands,,National authorities,Converted 0.3865 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,206734,USD: USD,3: thousands,,National authorities,Converted 0.3775 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,WS: Samoa,EARN: Gross tourism earnings,USD: US Dollar,23637,USD: USD,3: thousands,,National authorities,Converted 0.3752 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,603,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,891,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,723,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,847,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1083,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1325,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1414,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1433,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1644,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1643,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1196,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1435,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1416,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1479,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1655,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,2626,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,5,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,5,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,6,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,9,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,7,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,8,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,8,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,10,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,10,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,8,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,9,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,11,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,10,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,11,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,10,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,6,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,10,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,13,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,12,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,12,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,13,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,12,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,17,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,18,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,19,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,20,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,22,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,20,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,21,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,6,PERCENT: percent,,,National authorities,Converted 0.6485 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,10,PERCENT: percent,,,National authorities,Converted 0.7349 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,13,PERCENT: percent,,,National authorities,Converted 0.7029 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,12,PERCENT: percent,,,National authorities,Converted 0.6247 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,12,PERCENT: percent,,,National authorities,Converted 0.7205 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,13,PERCENT: percent,,,National authorities,Converted 0.79 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,12,PERCENT: percent,,,National authorities,Converted 0.8102 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,17,PERCENT: percent,,,National authorities,Converted 0.8201 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,18,PERCENT: percent,,,National authorities,Converted 0.8296 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,19,PERCENT: percent,,,National authorities,Converted 0.6974 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,20,PERCENT: percent,,,National authorities,Converted 0.6961 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,22,PERCENT: percent,,,National authorities,Converted 0.7105 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,20,PERCENT: percent,,,National authorities,Converted 0.6919 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,21,PERCENT: percent,,,National authorities,Converted 0.6588 NZD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,NU: Niue,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,603,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,891,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,723,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,847,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1083,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1325,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1414,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1433,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1644,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1643,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1196,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1435,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1416,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1479,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1655,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,MH: Marshall Islands,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,2626,USD_POP: USD per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,3,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,3,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,5,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,MH: Marshall Islands,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,2,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,5424,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,5348,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,5061,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,5080,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,5334,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,6047,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,6446,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,6591,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,7122,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,7846,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,7715,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,7655,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,8542,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,9999,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,10109,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,MH: Marshall Islands,EARN: Gross tourism earnings,USD: US Dollar,5149,USD: USD,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,878,USD_POP: USD per person,,,National authorities,Converted 0.5913 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,867,USD_POP: USD per person,,,National authorities,Converted 0.5776 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,898,USD_POP: USD per person,,,National authorities,Converted 0.621 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,900,USD_POP: USD per person,,,National authorities,Converted 0.6273 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,823,USD_POP: USD per person,,,National authorities,Converted 0.5107 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,903,USD_POP: USD per person,,,National authorities,Converted 0.5212 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,979,USD_POP: USD per person,,,National authorities,Converted 0.5584 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,981,USD_POP: USD per person,,,National authorities,Converted 0.5587 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,932,USD_POP: USD per person,,,National authorities,Converted 0.543 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1027,USD_POP: USD per person,,,National authorities,Converted 0.5298 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,924,USD_POP: USD per person,,,National authorities,Converted 0.4767 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,904,USD_POP: USD per person,,,National authorities,Converted 0.4774 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,906,USD_POP: USD per person,,,National authorities,Converted 0.4838 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,910,USD_POP: USD per person,,,National authorities,Converted 0.4791 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,987,USD_POP: USD per person,,,National authorities,Converted 0.4629 FJD/USD
